"","status","HighestTaxonomicResolution","Species","Ship","SurveyMethod","MiddleLatitude","MiddleLongitude","morphotype","ObsYear","Decade"
"292","Present","Species","Suberites pagurorum","748S","BOT",57.2345,-13.486,"massive",2011,2010
"293","Present","Species","Suberites pagurorum","748S","BOT",57.2641,-13.7952,"massive",2011,2010
"294","Present","Species","Axinella infundibuliformis","748S","BOT",57.8035,-13.472,"caliculate",2011,2010
"295","Present","Species","Axinella infundibuliformis","748S","BOT",57.4464,-13.967,"caliculate",2011,2010
"296","Present","Species","Phakellia ventilabrum","748S","BOT",58.0602,-13.3131,"flabellate",2011,2010
"297","Present","Species","Phakellia ventilabrum","748S","BOT",57.8035,-13.472,"flabellate",2011,2010
"298","Present","Species","Phakellia ventilabrum","748S","BOT",57.4464,-13.967,"flabellate",2011,2010
"299","Present","Species","Suberites pagurorum","748S","BOT",57.8035,-13.472,"massive",2011,2010
"300","Present","Species","Suberites pagurorum","748S","BOT",57.7043,-13.7612,"massive",2011,2010
"301","Present","Species","Suberites pagurorum","748S","BOT",57.4464,-13.967,"massive",2011,2010
"302","Present","Species","Phakellia robusta","748S","BOT",56.2242,-9.20655,"flabellate",2011,2010
"303","Present","Species","Phakellia robusta","748S","BOT",56.7591,-9.04975,"flabellate",2011,2010
"304","Present","Genus","Geodia","748S","BOT",59.1187,-9.8951,"massive",2011,2010
"305","Present","Genus","Geodia","748S","BOT",59.3754,-10.0871,"massive",2011,2010
"306","Present","Species","Phakellia","748S","BOT",58.2172,-14.1157,"flabellate",2012,2010
"307","Present","Species","Craniella","748S","BOT",57.0227,-15.8049,"massive",2012,2010
"308","Present","Genus","Thenea","748S","BOT",57.0227,-15.8049,"massive",2012,2010
"309","Present","Species","Phakellia","748S","BOT",55.8612,-15.274,"flabellate",2012,2010
"310","Present","Species","Phakellia","748S","BOT",55.9855,-14.8888,"flabellate",2012,2010
"311","Present","Species","Phakellia","748S","BOT",56.5626,-14.9661,"flabellate",2012,2010
"312","Present","Species","Suberites","748S","BOT",56.5626,-14.9661,"massive",2012,2010
"313","Present","Species","Phakellia","748S","BOT",56.9075,-14.6941,"flabellate",2012,2010
"314","Present","Species","Suberites","748S","BOT",56.9075,-14.6941,"massive",2012,2010
"315","Present","Species","Suberites","748S","BOT",58.0193,-14.3854,"massive",2012,2010
"316","Present","Species","Suberites","748S","BOT",57.9176,-14.4522,"massive",2012,2010
"317","Present","Genus","Thenea","748S","BOT",58.4654,-14.448,"massive",2012,2010
"318","Present","Genus","Thenea","748S","BOT",58.5018,-14.5538,"massive",2012,2010
"319","Present","Genus","Thenea","748S","BOT",58.5018,-14.5538,"massive",2012,2010
"320","Present","Phylum","Craniella","748S","BOT",58.5557,-14.725,"massive",2012,2010
"321","Present","Genus","Thenea","748S","BOT",58.5557,-14.725,"massive",2012,2010
"322","Present","Species","Craniella","748S","BOT",58.5557,-14.725,"massive",2012,2010
"323","Present","Genus","Thenea","748S","BOT",58.5557,-14.725,"massive",2012,2010
"324","Present","Species","Suberites","748S","BOT",57.7666,-14.5791,"massive",2012,2010
"325","Present","Species","Suberites","748S","BOT",57.7666,-14.5791,"massive",2012,2010
"326","Present","Genus","Thenea","748S","BOT",57.6823,-15.4057,"massive",2012,2010
"327","Present","Genus","Thenea","748S","BOT",57.8958,-15.4689,"massive",2012,2010
"328","Present","Genus","Thenea","748S","BOT",57.8958,-15.4689,"massive",2012,2010
"329","Present","Genus","Thenea","748S","BOT",57.9695,-15.5626,"massive",2012,2010
"330","Present","Genus","Thenea","748S","BOT",57.9695,-15.5626,"massive",2012,2010
"331","Present","Species","Suberites","748S","BOT",57.7576,-13.8494,"massive",2012,2010
"332","Present","Species","Suberites","748S","BOT",57.667,-14.0342,"massive",2012,2010
"333","Present","Species","Suberites","748S","BOT",57.4756,-13.9903,"massive",2012,2010
"334","Present","Genus","Phakellia","748S","BOT",57.3641,-13.9384,"flabellate",2012,2010
"335","Present","Species","Suberites","748S","BOT",57.3641,-13.9384,"massive",2012,2010
"336","Present","Genus","Thenea","748S","BOT",55.0031,-10.52265,"massive",2012,2010
"337","Present","Genus","Geodia","748S","BOT",55.0057,-10.5317,"massive",2012,2010
"338","Present","Species","Craniella","748S","BOT",56.21365,-9.3428,"massive",2012,2010
"339","Present","Genus","Geodia","748S","BOT",56.21365,-9.3428,"massive",2012,2010
"340","Present","Genus","Thenea","748S","BOT",57.6016,-10.1853,"massive",2012,2010
"341","Present","Genus","Stelletta","748S","BOT",59.2456,-9.52558,"massive",2012,2010
"342","Present","Genus","Geodia","748S","BOT",59.1117,-9.91817,"massive",2012,2010
"343","Present","Genus","Geodia","748S","BOT",59.3741,-10.0657,"massive",2012,2010
"344","Present","Species","Geodia","748S","BOT",59.2456,-9.52558,"massive",2012,2010
"345","Present","Species","Geodia","748S","BOT",59.2456,-9.52558,"massive",2012,2010
"346","Present","Genus","Geodia","748S","BOT",59.2456,-9.52558,"massive",2012,2010
"347","Present","Species","Geodia macandrewii","748S","BOT",56.2195,-9.374,"massive",2013,2010
"348","Present","Genus","Aphrocallistes","","SIROV",56.5293,-10.0814,"arborescent",2012,2010
"349","Present","Genus","Aphrocallistes","","SIROV",56.5291,-10.0814,"arborescent",2012,2010
"350","Present","Genus","Aphrocallistes","","SIROV",56.5288,-10.0816,"arborescent",2012,2010
"351","Present","Genus","Aphrocallistes","","SIROV",56.5286,-10.082,"arborescent",2012,2010
"352","Present","Genus","Aphrocallistes","","SIROV",56.5286,-10.0821,"arborescent",2012,2010
"353","Present","Genus","Aphrocallistes","","SIROV",56.5239,-10.088,"arborescent",2012,2010
"354","Present","Genus","Aphrocallistes","","SIROV",56.5229,-10.0892,"arborescent",2012,2010
"355","Present","Genus","Aphrocallistes","","SIROV",56.5214,-10.091,"arborescent",2012,2010
"356","Present","Genus","Aphrocallistes","","SIROV",56.5171,-10.0963,"arborescent",2012,2010
"357","Present","Genus","Aphrocallistes","","SIROV",56.5171,-10.0963,"arborescent",2012,2010
"358","Present","Genus","Aphrocallistes","","SIROV",56.5171,-10.0963,"arborescent",2012,2010
"359","Present","Genus","Aphrocallistes","","SIROV",56.5168,-10.0966,"arborescent",2012,2010
"360","Present","Genus","Aphrocallistes","","SIROV",56.5166,-10.0968,"arborescent",2012,2010
"361","Present","Genus","Aphrocallistes","","SIROV",56.5163,-10.0971,"arborescent",2012,2010
"362","Present","Genus","Aphrocallistes","","SIROV",56.5162,-10.0974,"arborescent",2012,2010
"363","Present","Genus","Aphrocallistes","","SIROV",56.5162,-10.0974,"arborescent",2012,2010
"364","Present","Genus","Aphrocallistes","","SIROV",56.5162,-10.0974,"arborescent",2012,2010
"365","Present","Genus","Aphrocallistes","","SIROV",56.5161,-10.0975,"arborescent",2012,2010
"366","Present","Genus","Aphrocallistes","","SIROV",56.5159,-10.0977,"arborescent",2012,2010
"367","Present","Genus","Aphrocallistes","","SIROV",56.5157,-10.0981,"arborescent",2012,2010
"368","Present","Genus","Aphrocallistes","","SIROV",56.5153,-10.0984,"arborescent",2012,2010
"369","Present","Genus","Aphrocallistes","","SIROV",56.3785,-10.1064,"arborescent",2012,2010
"370","Present","Genus","Aphrocallistes","","SIROV",56.3791,-10.1066,"arborescent",2012,2010
"371","Present","Genus","Aphrocallistes","","SIROV",56.3794,-10.1067,"arborescent",2012,2010
"372","Present","Genus","Aphrocallistes","","SIROV",56.3795,-10.1068,"arborescent",2012,2010
"373","Present","Genus","Aphrocallistes","","SIROV",56.3798,-10.1069,"arborescent",2012,2010
"374","Present","Genus","Aphrocallistes","","SIROV",56.3803,-10.1072,"arborescent",2012,2010
"375","Present","Genus","Aphrocallistes","","SIROV",56.3805,-10.1072,"arborescent",2012,2010
"376","Present","Genus","Aphrocallistes","","SIROV",56.3806,-10.1072,"arborescent",2012,2010
"377","Present","Genus","Aphrocallistes","","SIROV",56.3808,-10.1072,"arborescent",2012,2010
"378","Present","Genus","Aphrocallistes","","SIROV",56.3809,-10.1073,"arborescent",2012,2010
"379","Present","Genus","Aphrocallistes","","SIROV",56.3809,-10.1073,"arborescent",2012,2010
"380","Present","Genus","Aphrocallistes","","SIROV",56.3809,-10.1073,"arborescent",2012,2010
"381","Present","Genus","Aphrocallistes","","SIROV",56.3809,-10.1072,"arborescent",2012,2010
"382","Present","Genus","Aphrocallistes","","SIROV",56.3809,-10.1072,"arborescent",2012,2010
"383","Present","Genus","Aphrocallistes","","SIROV",56.3811,-10.1073,"arborescent",2012,2010
"384","Present","Genus","Aphrocallistes","","SIROV",56.3815,-10.1075,"arborescent",2012,2010
"385","Present","Genus","Aphrocallistes","","SIROV",56.3815,-10.1075,"arborescent",2012,2010
"386","Present","Genus","Aphrocallistes","","SIROV",56.3838,-10.1083,"arborescent",2012,2010
"387","Present","Genus","Aphrocallistes","","SIROV",56.3849,-10.1086,"arborescent",2012,2010
"388","Present","Genus","Aphrocallistes","","SIROV",56.3858,-10.1089,"arborescent",2012,2010
"389","Present","","Phakellia ventilabrum","748S","VID-TOW",60.1571,-4.6287,"flabellate",2012,2010
"390","Present","","Geodia","748S","VID-TOW",60.1571,-4.6287,"massive",2012,2010
"391","Present","","Geodia","748S","PHOTO",60.1579,-4.62786,"massive",2012,2010
"392","Present","","Geodia","748S","VID-TOW",60.1965,-4.56644,"massive",2012,2010
"393","Present","","Phakellia ventilabrum","748S","PHOTO",60.1934,-4.56208,"flabellate",2012,2010
"394","Present","","Phakellia ventilabrum","748S","PHOTO",60.1954,-4.56486,"flabellate",2012,2010
"395","Present","","Phakellia ventilabrum","748S","PHOTO",60.1967,-4.56664,"flabellate",2012,2010
"396","Present","","Phakellia ventilabrum","748S","PHOTO",60.1978,-4.56782,"flabellate",2012,2010
"397","Present","","Phakellia ventilabrum","748S","PHOTO",60.6198,-3.39433,"flabellate",2012,2010
"398","Present","","Phakellia ventilabrum","748S","PHOTO",60.619,-3.39384,"flabellate",2012,2010
"399","Present","","Phakellia ventilabrum","748S","PHOTO",60.6181,-3.39312,"flabellate",2012,2010
"400","Present","","Phakellia ventilabrum","748S","PHOTO",60.6177,-3.39274,"flabellate",2012,2010
"401","Present","","Axinella infundibuliformis","748S","PHOTO",61.2702,-1.80259,"caliculate",2012,2010
"402","Present","","Axinella infundibuliformis","748S","PHOTO",61.2686,-1.80181,"caliculate",2012,2010
"403","Present","","Axinella infundibuliformis","748S","PHOTO",61.2682,-1.80195,"caliculate",2012,2010
"404","Present","","Phakellia ventilabrum","748S","PHOTO",60.617,-3.39205,"flabellate",2012,2010
"405","Present","","Geodia","748S","PHOTO",61.265,-1.80197,"massive",2012,2010
"406","Present","","Geodia","748S","PHOTO",61.211,-1.91201,"massive",2012,2010
"407","Present","","Geodia","748S","PHOTO",61.2704,-1.80261,"massive",2012,2010
"408","Present","","Geodia","748S","PHOTO",61.2669,-1.80253,"massive",2012,2010
"409","Present","","Geodia","748S","PHOTO",61.2697,-1.80177,"massive",2012,2010
"410","Present","","Geodia","748S","PHOTO",61.2672,-1.80257,"massive",2012,2010
"411","Present","","Geodia","748S","VID-TOW",61.1179,-2.22431,"massive",2012,2010
"412","Present","","Geodia","748S","PHOTO",61.27,-1.80182,"massive",2012,2010
"413","Present","","Geodia","748S","PHOTO",61.2109,-1.91208,"massive",2012,2010
"414","Present","","Geodia","748S","PHOTO",61.2695,-1.80179,"massive",2012,2010
"415","Present","","Geodia","748S","PHOTO",61.2668,-1.80252,"massive",2012,2010
"416","Present","","Geodia","748S","PHOTO",61.2708,-1.80206,"massive",2012,2010
"417","Present","","Geodia","748S","PHOTO",61.2667,-1.80252,"massive",2012,2010
"418","Present","","Geodia","748S","PHOTO",61.2106,-1.91223,"massive",2012,2010
"419","Present","","Geodia","748S","PHOTO",61.2633,-1.80237,"massive",2012,2010
"420","Present","","Geodia","748S","PHOTO",61.2687,-1.80181,"massive",2012,2010
"421","Present","","Geodia","748S","PHOTO",61.2099,-1.91218,"massive",2012,2010
"422","Present","","Geodia","748S","PHOTO",61.2092,-1.9124,"massive",2012,2010
"423","Present","","Geodia","748S","PHOTO",61.2723,-1.80276,"massive",2012,2010
"424","Present","","Geodia","748S","PHOTO",61.2688,-1.80179,"massive",2012,2010
"425","Present","","Geodia","748S","PHOTO",61.2723,-1.80246,"massive",2012,2010
"426","Present","","Geodia","748S","PHOTO",61.2692,-1.80177,"massive",2012,2010
"427","Present","","Geodia","748S","PHOTO",61.269,-1.80177,"massive",2012,2010
"428","Present","","Geodia","748S","PHOTO",61.2722,-1.80243,"massive",2012,2010
"429","Present","","Geodia","748S","PHOTO",61.2685,-1.80181,"massive",2012,2010
"430","Present","","Geodia","748S","PHOTO",61.2714,-1.80224,"massive",2012,2010
"431","Present","","Geodia","748S","PHOTO",61.2101,-1.91216,"massive",2012,2010
"432","Present","","Geodia","748S","PHOTO",61.2717,-1.80226,"massive",2012,2010
"433","Present","","Geodia","748S","PHOTO",61.2719,-1.80274,"massive",2012,2010
"434","Present","","Geodia","748S","PHOTO",61.2718,-1.8023,"massive",2012,2010
"435","Present","","Geodia","748S","PHOTO",61.2105,-1.91221,"massive",2012,2010
"436","Present","","Geodia","748S","PHOTO",61.2686,-1.80181,"massive",2012,2010
"437","Present","","Geodia","748S","PHOTO",61.2683,-1.80187,"massive",2012,2010
"438","Present","","Geodia","748S","PHOTO",61.2693,-1.80177,"massive",2012,2010
"439","Present","","Geodia","748S","PHOTO",61.271,-1.80214,"massive",2012,2010
"440","Present","","Phakellia ventilabrum","748S","PHOTO",61.2709,-1.80264,"flabellate",2012,2010
"441","Present","","Phakellia ventilabrum","748S","PHOTO",61.2704,-1.80191,"flabellate",2012,2010
"442","Present","","Phakellia ventilabrum","748S","PHOTO",61.2708,-1.80206,"flabellate",2012,2010
"443","Present","","Phakellia ventilabrum","748S","PHOTO",61.2679,-1.80221,"flabellate",2012,2010
"444","Present","","Phakellia ventilabrum","748S","PHOTO",61.2092,-1.9124,"flabellate",2012,2010
"445","Present","","Phakellia ventilabrum","748S","PHOTO",61.2089,-1.91248,"flabellate",2012,2010
"446","Present","","Phakellia ventilabrum","748S","PHOTO",61.2706,-1.80199,"flabellate",2012,2010
"447","Present","","Phakellia ventilabrum","748S","PHOTO",61.2698,-1.80255,"flabellate",2012,2010
"448","Present","","Phakellia ventilabrum","748S","PHOTO",61.2704,-1.80191,"flabellate",2012,2010
"449","Present","","Phakellia ventilabrum","748S","PHOTO",61.2092,-1.91233,"flabellate",2012,2010
"450","Present","","Phakellia ventilabrum","748S","PHOTO",61.2106,-1.91223,"flabellate",2012,2010
"451","Present","","Phakellia ventilabrum","748S","PHOTO",61.2707,-1.80203,"flabellate",2012,2010
"452","Present","","Phakellia ventilabrum","748S","PHOTO",61.2706,-1.80199,"flabellate",2012,2010
"453","Present","","Phakellia ventilabrum","748S","PHOTO",61.2678,-1.80236,"flabellate",2012,2010
"454","Present","","Phakellia ventilabrum","748S","PHOTO",61.2707,-1.80203,"flabellate",2012,2010
"455","Present","","Phakellia ventilabrum","748S","PHOTO",61.2674,-1.80251,"flabellate",2012,2010
"456","Present","","Phakellia ventilabrum","748S","PHOTO",61.2672,-1.80257,"flabellate",2012,2010
"457","Present","","Phakellia ventilabrum","748S","PHOTO",61.2716,-1.80271,"flabellate",2012,2010
"458","Present","","Phakellia ventilabrum","748S","PHOTO",61.2101,-1.91218,"flabellate",2012,2010
"459","Present","","Phakellia ventilabrum","748S","PHOTO",61.2101,-1.91216,"flabellate",2012,2010
"460","Present","","Phakellia ventilabrum","748S","PHOTO",61.2722,-1.80276,"flabellate",2012,2010
"461","Present","","Phakellia ventilabrum","748S","PHOTO",61.2721,-1.80274,"flabellate",2012,2010
"462","Present","","Phakellia ventilabrum","748S","PHOTO",61.2102,-1.91216,"flabellate",2012,2010
"463","Present","","Phakellia ventilabrum","748S","PHOTO",61.2719,-1.80274,"flabellate",2012,2010
"464","Present","","Phakellia ventilabrum","748S","PHOTO",61.2718,-1.80273,"flabellate",2012,2010
"465","Present","","Phakellia ventilabrum","748S","PHOTO",61.2099,-1.91218,"flabellate",2012,2010
"466","Present","","Phakellia ventilabrum","748S","PHOTO",61.2655,-1.80224,"flabellate",2012,2010
"467","Present","","Phakellia ventilabrum","748S","PHOTO",61.2693,-1.80252,"flabellate",2012,2010
"468","Present","","Phakellia ventilabrum","748S","PHOTO",61.2105,-1.91221,"flabellate",2012,2010
"469","Present","","Phakellia ventilabrum","748S","PHOTO",61.265,-1.80197,"flabellate",2012,2010
"470","Present","","Phakellia ventilabrum","748S","PHOTO",61.265,-1.80197,"flabellate",2012,2010
"471","Present","","Phakellia ventilabrum","748S","VID-TOW",61.1179,-2.22431,"flabellate",2012,2010
